,index,batsman,bowler,no_of_times,no_of_balls,p_out,p_not_out,bowler_cluster,batsman_cluster
3979,1302,EJG Morgan,R Ashwin,1,8,0.125,0.875,6.0,8
3980,1307,EJG Morgan,TG Southee,1,7,0.142857142857143,0.857142857142857,2.0,8
3981,1293,EJG Morgan,KV Sharma,1,5,0.2,0.8,3.0,8
3982,1295,EJG Morgan,MA Starc,1,5,0.2,0.8,2.0,8
3983,1308,EJG Morgan,UT Yadav,2,13,0.153846153846154,0.846153846153846,6.0,8
3984,1286,EJG Morgan,BE Hendricks,1,2,0.5,0.5,0.0,8
3985,1287,EJG Morgan,DJ Bravo,1,22,0.0454545454545455,0.954545454545455,1.0,8
3986,1304,EJG Morgan,S Nadeem,1,4,0.25,0.75,3.0,8
3987,1284,EJG Morgan,Azhar Mahmood,2,24,0.0833333333333333,0.916666666666667,2.0,8
3988,1305,EJG Morgan,SK Raina,1,9,0.111111111111111,0.888888888888889,2.0,8
3989,1299,EJG Morgan,MR Marsh,2,4,0.5,0.5,4.0,8
3990,1285,EJG Morgan,BA Bhatt,1,3,0.333333333333333,0.666666666666667,4.0,8
3991,1298,EJG Morgan,MM Sharma,1,16,0.0625,0.9375,5.0,8
3992,1306,EJG Morgan,SR Watson,1,13,0.0769230769230769,0.923076923076923,6.0,8
3993,1303,EJG Morgan,RP Singh,1,15,0.0666666666666667,0.933333333333333,5.0,8
3994,1294,EJG Morgan,M Kartik,1,2,0.5,0.5,3.0,8
3995,1297,EJG Morgan,MJ McClenaghan,1,12,0.0833333333333333,0.916666666666667,3.0,8
3996,1292,EJG Morgan,KK Cooper,1,8,0.125,0.875,2.0,8
3997,1283,EJG Morgan,AN Ahmed,1,2,0.5,0.5,4.0,8
3998,1289,EJG Morgan,J Yadav,1,7,0.142857142857143,0.857142857142857,0.0,8
3999,1290,EJG Morgan,JA Morkel,1,8,0.125,0.875,5.0,8
4000,1288,EJG Morgan,DT Christian,1,12,0.0833333333333333,0.916666666666667,2.0,8
4001,1291,EJG Morgan,JP Duminy,1,8,0.125,0.875,2.0,8
4002,1301,EJG Morgan,PV Tambe,1,12,0.0833333333333333,0.916666666666667,2.0,8
4003,1309,EJG Morgan,Z Khan,1,12,0.0833333333333333,0.916666666666667,6.0,8
4004,1296,EJG Morgan,MG Johnson,1,9,0.111111111111111,0.888888888888889,3.0,8
4005,1345,FH Edwards,SL Malinga,1,2,0.5,0.5,6.0,0
4006,4125,SK Warne,RG Sharma,1,1,1,0,4.0,7
4007,4119,SK Warne,AB Agarkar,1,4,0.25,0.75,2.0,7
4008,4123,SK Warne,MF Maharoof,2,2,1,0,4.0,7
4009,4126,SK Warne,SE Bond,1,4,0.25,0.75,0.0,7
4010,4117,SK Warne,A Kumble,2,6,0.333333333333333,0.666666666666667,2.0,7
4011,4118,SK Warne,A Mishra,2,7,0.285714285714286,0.714285714285714,1.0,7
4012,4122,SK Warne,L Balaji,1,12,0.0833333333333333,0.916666666666667,5.0,7
4013,4127,SK Warne,SK Raina,1,2,0.5,0.5,2.0,7
4014,4124,SK Warne,PP Ojha,1,8,0.125,0.875,5.0,7
4015,4121,SK Warne,DS Kulkarni,1,4,0.25,0.75,5.0,7
4016,4120,SK Warne,BJ Hodge,1,4,0.25,0.75,4.0,7
4017,4128,SK Warne,VY Mahesh,1,1,1,0,4.0,7
4018,4530,TR Birt,YK Pathan,1,5,0.2,0.8,3.0,0
4019,4529,TR Birt,RR Powar,1,4,0.25,0.75,4.0,0
4020,4528,TR Birt,R Vinay Kumar,1,11,0.0909090909090909,0.909090909090909,6.0,0
4021,4526,TR Birt,DT Christian,1,8,0.125,0.875,2.0,0
4022,4527,TR Birt,P Kumar,1,4,0.25,0.75,1.0,0
4023,4778,Y Gnaneswara Rao,DJ Bravo,1,5,0.2,0.8,1.0,0
4024,1661,Ishan Kishan,Imran Tahir,1,2,0.5,0.5,2.0,3
4025,1662,Ishan Kishan,MG Johnson,1,4,0.25,0.75,3.0,3
4026,1891,JP Faulkner,KA Pollard,1,2,0.5,0.5,3.0,9
4027,1886,JP Faulkner,HV Patel,1,3,0.333333333333333,0.666666666666667,2.0,9
4028,1883,JP Faulkner,B Kumar,2,9,0.222222222222222,0.777777777777778,6.0,9
4029,1897,JP Faulkner,S Aravind,1,5,0.2,0.8,2.0,9
4030,1892,JP Faulkner,KV Sharma,1,8,0.125,0.875,3.0,9
4031,1880,JP Faulkner,AB Dinda,1,10,0.1,0.9,5.0,9
4032,1881,JP Faulkner,AD Russell,1,3,0.333333333333333,0.666666666666667,2.0,9
4033,1894,JP Faulkner,MM Sharma,1,11,0.0909090909090909,0.909090909090909,5.0,9
4034,1887,JP Faulkner,IC Pandey,1,2,0.5,0.5,4.0,9
4035,1885,JP Faulkner,DS Kulkarni,1,7,0.142857142857143,0.857142857142857,5.0,9
4036,1896,JP Faulkner,RP Singh,1,3,0.333333333333333,0.666666666666667,5.0,9
4037,1893,JP Faulkner,MJ McClenaghan,1,3,0.333333333333333,0.666666666666667,3.0,9
4038,1889,JP Faulkner,Iqbal Abdulla,1,1,1,0,2.0,9
4039,1888,JP Faulkner,Imran Tahir,1,5,0.2,0.8,2.0,9
4040,1898,JP Faulkner,Sandeep Sharma,2,6,0.333333333333333,0.666666666666667,3.0,9
4041,1895,JP Faulkner,RA Jadeja,1,3,0.333333333333333,0.666666666666667,6.0,9
4042,1882,JP Faulkner,Anureet Singh,1,4,0.25,0.75,4.0,9
4043,1884,JP Faulkner,CH Morris,1,12,0.0833333333333333,0.916666666666667,3.0,9
4044,1890,JP Faulkner,JO Holder,1,2,0.5,0.5,4.0,9
4045,2669,MJ Guptill,DR Smith,1,3,0.333333333333333,0.666666666666667,2.0,7
4046,2668,MJ Guptill,B Kumar,1,4,0.25,0.75,6.0,7
4047,2670,MJ Guptill,Z Khan,1,9,0.111111111111111,0.888888888888889,6.0,7
4048,2804,MN van Wyk,GR Napier,1,6,0.166666666666667,0.833333333333333,0.0,7
4049,2803,MN van Wyk,DP Nannes,1,10,0.1,0.9,2.0,7
4050,2802,MN van Wyk,A Nehra,1,9,0.111111111111111,0.888888888888889,5.0,7
4051,3816,S Rana,AR Patel,1,2,0.5,0.5,3.0,7
4052,3817,S Rana,DJ Hussey,1,1,1,0,4.0,7
4053,3818,S Rana,L Balaji,1,10,0.1,0.9,5.0,7
4054,3819,S Rana,SR Watson,1,3,0.333333333333333,0.666666666666667,6.0,7
4055,2213,KS Williamson,Kuldeep Yadav,1,4,0.25,0.75,2.0,8
4056,2216,KS Williamson,YS Chahal,1,4,0.25,0.75,3.0,8
4057,2210,KS Williamson,A Zampa,1,6,0.166666666666667,0.833333333333333,4.0,8
4058,2212,KS Williamson,Harbhajan Singh,1,3,0.333333333333333,0.666666666666667,1.0,8
4059,2215,KS Williamson,SR Watson,1,7,0.142857142857143,0.857142857142857,6.0,8
4060,2211,KS Williamson,CH Morris,1,7,0.142857142857143,0.857142857142857,3.0,8
4061,2214,KS Williamson,P Kumar,1,4,0.25,0.75,1.0,8
4062,2533,Mandeep Singh,KA Pollard,1,3,0.333333333333333,0.666666666666667,3.0,4
4063,2523,Mandeep Singh,AR Patel,1,5,0.2,0.8,3.0,4
4064,2527,Mandeep Singh,HV Patel,1,8,0.125,0.875,2.0,4
4065,2555,Mandeep Singh,YK Pathan,1,9,0.111111111111111,0.888888888888889,3.0,4
4066,2551,Mandeep Singh,STR Binny,1,10,0.1,0.9,2.0,4
4067,2540,Mandeep Singh,R Ashwin,1,25,0.04,0.96,6.0,4
4068,2538,Mandeep Singh,MS Gony,1,1,1,0,2.0,4
4069,2520,Mandeep Singh,A Chandila,1,8,0.125,0.875,0.0,4
4070,2548,Mandeep Singh,SJ Srivastava,1,3,0.333333333333333,0.666666666666667,4.0,4
4071,2549,Mandeep Singh,SL Malinga,1,6,0.166666666666667,0.833333333333333,6.0,4
4072,2541,Mandeep Singh,R Dhawan,1,8,0.125,0.875,4.0,4
4073,2547,Mandeep Singh,Shakib Al Hasan,1,6,0.166666666666667,0.833333333333333,3.0,4
4074,2552,Mandeep Singh,UT Yadav,1,4,0.25,0.75,6.0,4
4075,2536,Mandeep Singh,M Morkel,1,12,0.0833333333333333,0.916666666666667,5.0,4
4076,2543,Mandeep Singh,R Vinay Kumar,2,19,0.105263157894737,0.894736842105263,6.0,4
4077,2532,Mandeep Singh,JH Kallis,2,19,0.105263157894737,0.894736842105263,5.0,4
4078,2521,Mandeep Singh,A Mishra,2,14,0.142857142857143,0.857142857142857,1.0,4
4079,2542,Mandeep Singh,R Sharma,2,28,0.0714285714285714,0.928571428571429,2.0,4
4080,2522,Mandeep Singh,AA Chavan,1,13,0.0769230769230769,0.923076923076923,4.0,4
4081,2524,Mandeep Singh,DJ Bravo,1,11,0.0909090909090909,0.909090909090909,1.0,4
4082,2546,Mandeep Singh,S Sreesanth,1,5,0.2,0.8,2.0,4
4083,2528,Mandeep Singh,I Sharma,1,6,0.166666666666667,0.833333333333333,5.0,4
4084,2535,Mandeep Singh,L Balaji,1,20,0.05,0.95,5.0,4
4085,2525,Mandeep Singh,DP Nannes,1,9,0.111111111111111,0.888888888888889,2.0,4
4086,2554,Mandeep Singh,WD Parnell,1,4,0.25,0.75,2.0,4
4087,2553,Mandeep Singh,VR Aaron,1,5,0.2,0.8,2.0,4
4088,2545,Mandeep Singh,RS Bopara,1,1,1,0,4.0,4
4089,2537,Mandeep Singh,MM Sharma,2,15,0.133333333333333,0.866666666666667,5.0,4
4090,2550,Mandeep Singh,SR Watson,1,11,0.0909090909090909,0.909090909090909,6.0,4
4091,2544,Mandeep Singh,RP Singh,1,13,0.0769230769230769,0.923076923076923,5.0,4
4092,2531,Mandeep Singh,JD Ryder,1,7,0.142857142857143,0.857142857142857,4.0,4
4093,2529,Mandeep Singh,IK Pathan,1,13,0.0769230769230769,0.923076923076923,6.0,4
4094,2519,Mandeep Singh,A Ashish Reddy,1,7,0.142857142857143,0.857142857142857,4.0,4
4095,2534,Mandeep Singh,KP Appanna,1,1,1,0,4.0,4
4096,2526,Mandeep Singh,DW Steyn,1,5,0.2,0.8,5.0,4
4097,2530,Mandeep Singh,JA Morkel,1,24,0.0416666666666667,0.958333333333333,5.0,4
4098,2539,Mandeep Singh,P Kumar,1,1,1,0,1.0,4
4099,4525,TM Srivastava,VY Mahesh,1,6,0.166666666666667,0.833333333333333,4.0,0
4100,3287,R Bishnoi,M Muralitharan,1,1,1,0,3.0,0
4101,3288,R Bishnoi,YA Abdulla,1,4,0.25,0.75,4.0,0
4102,3815,S Narwal,UT Yadav,1,6,0.166666666666667,0.833333333333333,6.0,0
4103,3814,S Narwal,PD Collingwood,1,1,1,0,0.0,0
4104,3813,S Narwal,P Kumar,1,1,1,0,1.0,0
4105,4409,Sunny Gupta,SB Jakati,1,1,1,0,3.0,0
4106,4554,UT Khawaja,Shakib Al Hasan,1,2,0.5,0.5,3.0,7
4107,4551,UT Khawaja,A Mishra,1,6,0.166666666666667,0.833333333333333,1.0,7
4108,4553,UT Khawaja,Gurkeerat Singh,1,5,0.2,0.8,0.0,7
4109,4552,UT Khawaja,CH Morris,1,3,0.333333333333333,0.666666666666667,3.0,7
4110,4698,VRV Singh,L Balaji,1,1,1,0,5.0,0
4111,61,A Symonds,J Botha,1,3,0.333333333333333,0.666666666666667,2.0,8
4112,71,A Symonds,SK Trivedi,1,21,0.0476190476190476,0.952380952380952,3.0,8
4113,68,A Symonds,R McLaren,1,8,0.125,0.875,4.0,8
4114,66,A Symonds,R Ashwin,1,16,0.0625,0.9375,6.0,8
4115,57,A Symonds,AB Agarkar,1,20,0.05,0.95,2.0,8
4116,65,A Symonds,MF Maharoof,1,2,0.5,0.5,4.0,8
4117,62,A Symonds,J Theron,1,3,0.333333333333333,0.666666666666667,4.0,8
4118,72,A Symonds,SL Malinga,1,6,0.166666666666667,0.833333333333333,6.0,8
4119,63,A Symonds,JE Taylor,1,3,0.333333333333333,0.666666666666667,0.0,8
4120,55,A Symonds,A Kumble,2,13,0.153846153846154,0.846153846153846,2.0,8
4121,67,A Symonds,R Bhatia,1,1,1,0,5.0,8
4122,56,A Symonds,A Mishra,3,42,0.0714285714285714,0.928571428571429,1.0,8
4123,60,A Symonds,I Sharma,1,16,0.0625,0.9375,5.0,8
4124,64,A Symonds,MC Henriques,1,2,0.5,0.5,2.0,8
4125,58,A Symonds,CH Gayle,1,2,0.5,0.5,2.0,8
4126,70,A Symonds,RE van der Merwe,1,12,0.0833333333333333,0.916666666666667,4.0,8
4127,73,A Symonds,Yuvraj Singh,2,15,0.133333333333333,0.866666666666667,2.0,8
4128,69,A Symonds,RA Jadeja,1,9,0.111111111111111,0.888888888888889,6.0,8
4129,59,A Symonds,DW Steyn,1,24,0.0416666666666667,0.958333333333333,5.0,8
4130,994,DB Ravi Teja,B Lee,1,5,0.2,0.8,2.0,9
4131,992,DB Ravi Teja,A Singh,1,3,0.333333333333333,0.666666666666667,4.0,9
4132,998,DB Ravi Teja,JD Unadkat,1,5,0.2,0.8,3.0,9
4133,1004,DB Ravi Teja,SP Narine,1,3,0.333333333333333,0.666666666666667,5.0,9
4134,1003,DB Ravi Teja,SL Malinga,3,12,0.25,0.75,6.0,9
4135,1000,DB Ravi Teja,PC Valthaty,1,13,0.0769230769230769,0.923076923076923,0.0,9
4136,991,DB Ravi Teja,A Mishra,1,3,0.333333333333333,0.666666666666667,1.0,9
4137,995,DB Ravi Teja,DJ Bravo,1,10,0.1,0.9,1.0,9
4138,996,DB Ravi Teja,DP Nannes,1,6,0.166666666666667,0.833333333333333,2.0,9
4139,1005,DB Ravi Teja,Umar Gul,1,1,1,0,0.0,9
4140,999,DB Ravi Teja,MR Marsh,1,2,0.5,0.5,4.0,9
4141,993,DB Ravi Teja,AM Salvi,1,3,0.333333333333333,0.666666666666667,0.0,9
4142,1006,DB Ravi Teja,V Kohli,1,2,0.5,0.5,4.0,9
4143,1001,DB Ravi Teja,RA Jadeja,1,3,0.333333333333333,0.666666666666667,6.0,9
4144,1002,DB Ravi Teja,SK Warne,1,1,1,0,3.0,9
4145,997,DB Ravi Teja,JA Morkel,1,8,0.125,0.875,5.0,9
4146,4714,VY Mahesh,LR Shukla,1,4,0.25,0.75,4.0,0
4147,4715,VY Mahesh,MM Patel,1,5,0.2,0.8,3.0,0
4148,4884,Younis Khan,IK Pathan,1,5,0.2,0.8,6.0,0
4149,2805,Mohammad Ashraful,PJ Sangwan,1,4,0.25,0.75,2.0,0
4150,1756,JDP Oram,R Vinay Kumar,2,4,0.5,0.5,6.0,7
4151,1753,JDP Oram,DP Nannes,1,2,0.5,0.5,2.0,7
4152,1754,JDP Oram,IK Pathan,2,6,0.333333333333333,0.666666666666667,6.0,7
4153,1752,JDP Oram,BJ Hodge,1,2,0.5,0.5,4.0,7
4154,1757,JDP Oram,ST Jayasuriya,1,3,0.333333333333333,0.666666666666667,4.0,7
4155,1755,JDP Oram,MM Patel,1,3,0.333333333333333,0.666666666666667,3.0,7
4156,2927,MS Wade,R Sharma,1,9,0.111111111111111,0.888888888888889,2.0,0
4157,2926,MS Wade,MR Marsh,1,8,0.125,0.875,4.0,0
4158,2925,MS Wade,A Mithun,1,3,0.333333333333333,0.666666666666667,4.0,0
4159,290,AG Murtaza,CH Gayle,1,3,0.333333333333333,0.666666666666667,2.0,0
4160,1328,F du Plessis,M Muralitharan,1,9,0.111111111111111,0.888888888888889,3.0,4
4161,1317,F du Plessis,B Lee,1,1,1,0,2.0,4
4162,1320,F du Plessis,HV Patel,1,7,0.142857142857143,0.857142857142857,2.0,4
4163,1316,F du Plessis,B Kumar,1,19,0.0526315789473684,0.947368421052632,6.0,4
4164,1342,F du Plessis,TP Sudhindra,1,1,1,0,0.0,4
4165,1341,F du Plessis,SL Malinga,2,27,0.0740740740740741,0.925925925925926,6.0,4
4166,1337,F du Plessis,R Dhawan,1,10,0.1,0.9,4.0,4
4167,1340,F du Plessis,Shakib Al Hasan,1,6,0.166666666666667,0.833333333333333,3.0,4
4168,1336,F du Plessis,R Bhatia,1,22,0.0454545454545455,0.954545454545455,5.0,4
4169,1321,F du Plessis,J Suchith,1,7,0.142857142857143,0.857142857142857,4.0,4
4170,1314,F du Plessis,Ankit Sharma,1,28,0.0357142857142857,0.964285714285714,4.0,4
4171,1327,F du Plessis,M Morkel,1,6,0.166666666666667,0.833333333333333,5.0,4
4172,1339,F du Plessis,R Vinay Kumar,1,29,0.0344827586206897,0.96551724137931,6.0,4
4173,1338,F du Plessis,R Sharma,1,19,0.0526315789473684,0.947368421052632,2.0,4
4174,1344,F du Plessis,YS Chahal,1,20,0.05,0.95,3.0,4
4175,1329,F du Plessis,MC Henriques,1,15,0.0666666666666667,0.933333333333333,2.0,4
4176,1319,F du Plessis,Harbhajan Singh,3,50,0.06,0.94,1.0,4
4177,1343,F du Plessis,V Pratap Singh,1,4,0.25,0.75,4.0,4
4178,1334,F du Plessis,Mohammed Shami,1,2,0.5,0.5,2.0,4
4179,1315,F du Plessis,Azhar Mahmood,1,3,0.333333333333333,0.666666666666667,2.0,4
4180,1332,F du Plessis,MM Sharma,1,8,0.125,0.875,5.0,4
4181,1331,F du Plessis,MJ McClenaghan,1,17,0.0588235294117647,0.941176470588235,3.0,4
4182,1333,F du Plessis,MN Samuels,1,16,0.0625,0.9375,4.0,4
4183,1326,F du Plessis,KW Richardson,1,2,0.5,0.5,4.0,4
4184,1325,F du Plessis,KK Cooper,1,15,0.0666666666666667,0.933333333333333,2.0,4
4185,1318,F du Plessis,GB Hogg,1,23,0.0434782608695652,0.956521739130435,4.0,4
4186,1324,F du Plessis,JP Faulkner,1,15,0.0666666666666667,0.933333333333333,3.0,4
4187,1322,F du Plessis,JA Morkel,1,13,0.0769230769230769,0.923076923076923,5.0,4
4188,1323,F du Plessis,JP Duminy,1,9,0.111111111111111,0.888888888888889,2.0,4
4189,1335,F du Plessis,PV Tambe,1,26,0.0384615384615385,0.961538461538462,2.0,4
4190,1330,F du Plessis,MG Johnson,2,7,0.285714285714286,0.714285714285714,3.0,4
4191,1978,KAJ Roach,Z Khan,1,4,0.25,0.75,6.0,0
4192,3626,RV Gomez,SK Trivedi,1,1,1,0,3.0,0
4193,3625,RV Gomez,S Aravind,1,5,0.2,0.8,2.0,0
4194,3623,RV Gomez,I Sharma,1,1,1,0,5.0,0
4195,3622,RV Gomez,DP Nannes,1,1,1,0,2.0,0
4196,3624,RV Gomez,RJ Harris,1,2,0.5,0.5,2.0,0
4197,2124,KK Nair,AR Patel,1,14,0.0714285714285714,0.928571428571429,3.0,4
4198,2136,KK Nair,NM Coulter-Nile,1,5,0.2,0.8,2.0,4
4199,2128,KK Nair,HV Patel,1,13,0.0769230769230769,0.923076923076923,2.0,4
4200,2133,KK Nair,MA Starc,1,15,0.0666666666666667,0.933333333333333,2.0,4
4201,2143,KK Nair,Shakib Al Hasan,1,12,0.0833333333333333,0.916666666666667,3.0,4
4202,2137,KK Nair,R Bhatia,1,6,0.166666666666667,0.833333333333333,5.0,4
4203,2141,KK Nair,S Badree,1,3,0.333333333333333,0.666666666666667,4.0,4
4204,2144,KK Nair,UT Yadav,2,13,0.153846153846154,0.846153846153846,6.0,4
4205,2138,KK Nair,R Vinay Kumar,1,12,0.0833333333333333,0.916666666666667,6.0,4
4206,2121,KK Nair,A Mishra,2,23,0.0869565217391304,0.91304347826087,1.0,4
4207,2129,KK Nair,JJ Bumrah,2,5,0.4,0.6,3.0,4
4208,2145,KK Nair,YS Chahal,1,23,0.0434782608695652,0.956521739130435,3.0,4
4209,2131,KK Nair,KC Cariappa,1,5,0.2,0.8,4.0,4
4210,2122,KK Nair,A Zampa,1,9,0.111111111111111,0.888888888888889,4.0,4
4211,2134,KK Nair,MC Henriques,2,14,0.142857142857143,0.857142857142857,2.0,4
4212,2132,KK Nair,L Balaji,1,3,0.333333333333333,0.666666666666667,5.0,4
4213,2127,KK Nair,Harbhajan Singh,3,19,0.157894736842105,0.842105263157895,1.0,4
4214,2142,KK Nair,S Nadeem,1,7,0.142857142857143,0.857142857142857,3.0,4
4215,2146,KK Nair,Yuvraj Singh,1,13,0.0769230769230769,0.923076923076923,2.0,4
4216,2140,KK Nair,RS Bopara,1,3,0.333333333333333,0.666666666666667,4.0,4
4217,2125,KK Nair,DS Kulkarni,1,3,0.333333333333333,0.666666666666667,5.0,4
4218,2135,KK Nair,MJ McClenaghan,1,3,0.333333333333333,0.666666666666667,3.0,4
4219,2139,KK Nair,RA Jadeja,1,9,0.111111111111111,0.888888888888889,6.0,4
4220,2123,KK Nair,Anureet Singh,1,6,0.166666666666667,0.833333333333333,4.0,4
4221,2126,KK Nair,DW Steyn,1,5,0.2,0.8,5.0,4
4222,2130,KK Nair,JW Hastings,1,5,0.2,0.8,0.0,4
4223,3911,SB Wagh,SL Malinga,1,2,0.5,0.5,6.0,0
4224,3891,Salman Butt,S Sreesanth,1,12,0.0833333333333333,0.916666666666667,2.0,7
4225,3889,Salman Butt,L Balaji,1,11,0.0909090909090909,0.909090909090909,5.0,7
4226,3893,Salman Butt,Sohail Tanvir,1,7,0.142857142857143,0.857142857142857,4.0,7
4227,3892,Salman Butt,SM Pollock,1,8,0.125,0.875,4.0,7
4228,3895,Salman Butt,WPUJC Vaas,1,4,0.25,0.75,4.0,7
4229,3894,Salman Butt,VY Mahesh,1,11,0.0909090909090909,0.909090909090909,4.0,7
4230,3890,Salman Butt,MM Patel,1,8,0.125,0.875,3.0,7
4231,235,AC Thomas,R Vinay Kumar,1,1,1,0,6.0,0
4232,1274,DW Steyn,KA Pollard,1,6,0.166666666666667,0.833333333333333,3.0,7
4233,1272,DW Steyn,Joginder Sharma,1,2,0.5,0.5,4.0,7
4234,1265,DW Steyn,A Singh,1,2,0.5,0.5,4.0,7
4235,1267,DW Steyn,B Kumar,1,2,0.5,0.5,6.0,7
4236,1271,DW Steyn,JD Unadkat,1,9,0.111111111111111,0.888888888888889,3.0,7
4237,1279,DW Steyn,SP Narine,1,2,0.5,0.5,5.0,7
4238,1266,DW Steyn,AB McDonald,1,2,0.5,0.5,4.0,7
4239,1278,DW Steyn,SL Malinga,2,11,0.181818181818182,0.818181818181818,6.0,7
4240,1280,DW Steyn,UT Yadav,1,8,0.125,0.875,6.0,7
4241,1276,DW Steyn,M Morkel,1,3,0.333333333333333,0.666666666666667,5.0,7
4242,1275,DW Steyn,L Balaji,1,6,0.166666666666667,0.833333333333333,5.0,7
4243,1270,DW Steyn,Harmeet Singh,1,1,1,0,2.0,7
4244,1281,DW Steyn,WD Parnell,1,5,0.2,0.8,2.0,7
4245,1269,DW Steyn,CRD Fernando,1,3,0.333333333333333,0.666666666666667,4.0,7
4246,1277,DW Steyn,RA Jadeja,1,10,0.1,0.9,6.0,7
4247,1273,DW Steyn,JP Faulkner,1,8,0.125,0.875,3.0,7
4248,1268,DW Steyn,CH Morris,1,3,0.333333333333333,0.666666666666667,3.0,7
4249,1282,DW Steyn,Z Khan,1,4,0.25,0.75,6.0,7
4250,1711,JA Morkel,TM Dilshan,1,1,1,0,4.0,8
4251,1698,JA Morkel,KA Pollard,1,13,0.0769230769230769,0.923076923076923,3.0,8
4252,1715,JA Morkel,YK Pathan,1,31,0.032258064516129,0.967741935483871,3.0,8
4253,1713,JA Morkel,V Sehwag,1,11,0.0909090909090909,0.909090909090909,0.0,8
4254,1689,JA Morkel,AB Dinda,1,2,0.5,0.5,5.0,8
4255,1695,JA Morkel,JE Taylor,1,3,0.333333333333333,0.666666666666667,0.0,8
4256,1705,JA Morkel,R Bhatia,1,3,0.333333333333333,0.666666666666667,5.0,8
4257,1712,JA Morkel,UT Yadav,2,9,0.222222222222222,0.777777777777778,6.0,8
4258,1706,JA Morkel,R Vinay Kumar,2,14,0.142857142857143,0.857142857142857,6.0,8
4259,1696,JA Morkel,JH Kallis,1,17,0.0588235294117647,0.941176470588235,5.0,8
4260,1708,JA Morkel,Shivam Sharma,1,4,0.25,0.75,0.0,8
4261,1699,JA Morkel,L Balaji,1,14,0.0714285714285714,0.928571428571429,5.0,8
4262,1709,JA Morkel,Sohail Tanvir,2,8,0.25,0.75,4.0,8
4263,1694,JA Morkel,Harbhajan Singh,1,8,0.125,0.875,1.0,8
4264,1691,JA Morkel,CH Gayle,1,6,0.166666666666667,0.833333333333333,2.0,8
4265,1690,JA Morkel,Azhar Mahmood,2,7,0.285714285714286,0.714285714285714,2.0,8
4266,1714,JA Morkel,Y Venugopal Rao,1,3,0.333333333333333,0.666666666666667,4.0,8
4267,1703,JA Morkel,PP Ojha,2,18,0.111111111111111,0.888888888888889,5.0,8
4268,1688,JA Morkel,AA Jhunjhunwala,1,15,0.0666666666666667,0.933333333333333,0.0,8
4269,1692,JA Morkel,DS Kulkarni,1,7,0.142857142857143,0.857142857142857,5.0,8
4270,1707,JA Morkel,RP Singh,1,20,0.05,0.95,5.0,8
4271,1687,JA Morkel,A Nehra,1,15,0.0666666666666667,0.933333333333333,5.0,8
4272,1702,JA Morkel,P Negi,1,3,0.333333333333333,0.666666666666667,2.0,8
4273,1710,JA Morkel,SW Tait,1,11,0.0909090909090909,0.909090909090909,4.0,8
4274,1700,JA Morkel,P Awana,1,11,0.0909090909090909,0.909090909090909,2.0,8
4275,1693,JA Morkel,DW Steyn,2,13,0.153846153846154,0.846153846153846,5.0,8
4276,1686,JA Morkel,A Mithun,1,3,0.333333333333333,0.666666666666667,4.0,8
4277,1701,JA Morkel,P Kumar,1,20,0.05,0.95,1.0,8
4278,1704,JA Morkel,PV Tambe,1,2,0.5,0.5,2.0,8
4279,1697,JA Morkel,JJ van der Wath,1,2,0.5,0.5,0.0,8
4280,3580,RR Bhatkal,DE Bollinger,1,2,0.5,0.5,2.0,0
4281,576,B Chipli,KA Pollard,1,8,0.125,0.875,3.0,9
4282,584,B Chipli,SK Trivedi,1,7,0.142857142857143,0.857142857142857,3.0,9
4283,570,B Chipli,AB Agarkar,1,6,0.166666666666667,0.833333333333333,2.0,9
4284,578,B Chipli,MS Gony,1,6,0.166666666666667,0.833333333333333,2.0,9
4285,579,B Chipli,PC Valthaty,1,5,0.2,0.8,0.0,9
4286,573,B Chipli,GD McGrath,1,9,0.111111111111111,0.888888888888889,4.0,9
4287,580,B Chipli,R Bhatia,1,13,0.0769230769230769,0.923076923076923,5.0,9
4288,581,B Chipli,R Vinay Kumar,1,1,1,0,6.0,9
4289,572,B Chipli,DS Kulkarni,1,1,1,0,5.0,9
4290,583,B Chipli,RP Singh,1,12,0.0833333333333333,0.916666666666667,5.0,9
4291,575,B Chipli,JEC Franklin,1,3,0.333333333333333,0.666666666666667,0.0,9
4292,582,B Chipli,RA Jadeja,1,6,0.166666666666667,0.833333333333333,6.0,9
4293,571,B Chipli,AG Murtaza,1,4,0.25,0.75,4.0,9
4294,574,B Chipli,JA Morkel,1,2,0.5,0.5,5.0,9
4295,577,B Chipli,MM Patel,1,6,0.166666666666667,0.833333333333333,3.0,9
4296,729,BR Dunk,HV Patel,1,1,1,0,2.0,0
4297,728,BR Dunk,DJG Sammy,1,3,0.333333333333333,0.666666666666667,4.0,0
4298,730,BR Dunk,Sandeep Sharma,1,4,0.25,0.75,3.0,0
4299,2880,MS Dhoni,KA Pollard,3,55,0.0545454545454545,0.945454545454545,3.0,5
4300,2890,MS Dhoni,NM Coulter-Nile,1,9,0.111111111111111,0.888888888888889,2.0,5
4301,2873,MS Dhoni,HV Patel,2,26,0.0769230769230769,0.923076923076923,2.0,5
4302,2906,MS Dhoni,SK Trivedi,1,33,0.0303030303030303,0.96969696969697,3.0,5
4303,2875,MS Dhoni,JD Unadkat,1,12,0.0833333333333333,0.916666666666667,3.0,5
4304,2904,MS Dhoni,S Aravind,1,7,0.142857142857143,0.857142857142857,2.0,5
